Dataset;Algoritm;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score(weighted);F1-Score(None);Accuracy;Sensitivity;Specificity;ROC AUC score;Confusion matrix
commons-bcel;LogistRegression;0;model6;ROS;0,9281733746130031;0,6965190570610267;0,9308002130827632;[0,96166557 0,43137255];0,9281733746130031;0,46808510638297873;0,9566074950690335;0,7123463007260061;"[1455; 66; 50; 44]"
commons-bcel;MLP;0;model6;ROS;0,9356037151702786;0,6220385972492259;0,9262244730298801;[0,96629942 0,27777778];0,9356037151702786;0,2127659574468085;0,980276134122288;0,5965210457845482;"[1491; 30; 74; 20]"
commons-bcel;DT;0;model7;ROS;0,923219814241486;0,7606446554411329;0,9349457460557866;[0,95790903 0,56338028];0,923219814241486;0,851063829787234;0,9276791584483892;0,8893714941178116;"[1411; 110; 14; 80]"
commons-bcel;RandomForest;0;model7;ROS;0,9263157894736842;0,7724654616576747;0,9377850533696067;[0,95956507 0,58536585];0,9263157894736842;0,8936170212765957;0,928336620644313;0,9109768209604544;"[1412; 109; 10; 84]"
commons-bcel;LogistRegression;0;model7;ROS;0,747987616099071;0,5694391222467862;0,8144282575614117;[0,84670433 0,29217391];0,7479876160990712;0,8936170212765957;0,7389875082182774;0,8163022647474367;"[1124; 397; 10; 84]"
commons-bcel;MLP;0;model7;ROS;0,8241486068111455;0,6347247972374599;0,8671476487092135;[0,89776818 0,37168142];0,8241486068111455;0,8936170212765957;0,8198553583168968;0,8567361897967463;"[1247; 274; 10; 84]"
commons-bcel;RandomForest;0;model6;SMOTE;0,8253869969040247;0,6202395485200825;0,8668658407221765;[0,8993576 0,3411215];0,8253869969040247;0,776595744680851;0,8284023668639053;0,8024990557723782;"[1260; 261; 21; 73]"
commons-bcel;DT;0;model6;SMOTE;0,7034055727554179;0,49601251914583666;0,7816784337219682;[0,81931347 0,17271157];0,7034055727554179;0,5319148936170213;0,7140039447731755;0,6229594191950983;"[1086; 435; 44; 50]"
commons-bcel;LogistRegression;0;model6;SMOTE;0,9226006191950464;0,688572640672606;0,9271140159236935;[0,95854063 0,41860465];0,9226006191950464;0,4787234042553192;0,9500328731097962;0,7143781386825577;"[1445; 76; 49; 45]"
commons-bcel;MLP;0;model6;SMOTE;0,939938080495356;0,6303048324330192;0,9292538479844094;[0,96863886 0,2919708 ];0,939938080495356;0,2127659574468085;0,9848783694937541;0,5988221634702813;"[1498; 23; 74; 20]"
commons-bcel;RandomForest;0;model7;SMOTE;0,9250773993808049;0,7715109868587979;0,937024031170659;[0,95882953 0,58419244];0,9250773993808049;0,9042553191489362;0,9263642340565418;0,915309776602739;"[1409; 112; 9; 85]"
commons-bcel;DT;0;model7;SMOTE;0,9219814241486068;0,7671035644634078;0,934917312201281;[0,95702592 0,57718121];0,9219814241486068;0,9148936170212766;0,9224194608809994;0,918656538951138;"[1403; 118; 8; 86]"
