Dataset;Algoritm;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score(weighted);F1-Score(None);Accuracy;Sensitivity;Specificity;ROC AUC score;Confusion matrix
commons-bcel;LogistRegression;2;model7;ROS;0,7571545380212592;0,540288990785049;0,8322829597423749;[0,8560349  0,22454308];0,7571545380212592;0,9347826086956522;0,7502124044180118;0,842497506556832;"[883; 294; 3; 43]"
commons-bcel;MLP;2;model7;ROS;0,9239574816026165;0,7011532004004277;0,9397816493016354;[0,95919263 0,44311377];0,9239574816026165;0,8043478260869565;0,9286321155480034;0,86648997081748;"[1093; 84; 9; 37]"
commons-bcel;RandomForest;2;model6;SMOTE;0,9566639411283728;0,6910040853684698;0,9559611372771564;[0,97751379 0,40449438];0,9566639411283728;0,391304347826087;0,9787595581988106;0,6850319530124488;"[1152; 25; 28; 18]"
commons-bcel;DT;2;model6;SMOTE;0,9149632052330335;0,6439592430858806;0,9312183632249901;[0,95458515 0,33333333];0,9149632052330335;0,5652173913043478;0,9286321155480034;0,7469247534261755;"[1093; 84; 20; 26]"
commons-bcel;LogistRegression;2;model6;SMOTE;0,8266557645134914;0,5528799061874871;0,8764331933000378;[0,90275229 0,20300752];0,8266557645134914;0,5869565217391305;0,8360237892948174;0,7114901555169739;"[984; 193; 19; 27]"
commons-bcel;MLP;2;model6;SMOTE;0,9157808667211774;0,6726487930501308;0,9335428872834834;[0,95476504 0,39053254];0,9157808667211774;0,717391304347826;0,923534409515718;0,820462856931772;"[1087; 90; 13; 33]"
commons-bcel;RandomForest;2;model7;SMOTE;0,9795584627964022;0,870907133357259;0,9804299975245238;[0,98933902 0,75247525];0,9795584627964022;0,8260869565217391;0,9855564995751912;0,9058217280484653;"[1160; 17; 8; 38]"
commons-bcel;DT;2;model7;SMOTE;0,9754701553556827;0,8373670212765958;0,9759603173222455;[0,98723404 0,6875    ];0,9754701553556827;0,717391304347826;0,9855564995751912;0,8514739019615086;"[1160; 17; 13; 33]"
commons-bcel;LogistRegression;2;model7;SMOTE;0,777596075224857;0,5549776322267171;0,846054463476308;[0,8697318  0,24022346];0,777596075224857;0,9347826086956522;0,7714528462192014;0,8531177274574269;"[908; 269; 3; 43]"
commons-bcel;MLP;2;model7;SMOTE;0,9345870809484873;0,7194053136328178;0,9466420819185529;[0,96512642 0,47368421];0,9345870809484873;0,782608695652174;0,9405267629566695;0,8615677293044217;"[1107; 70; 10; 36]"
commons-bcel;RandomForest;2;model6;ADA;0,9599345870809485;0,6944511010610362;0,9578386648228964;[0,97926365 0,40963855];0,9599345870809485;0,3695652173913043;0,9830076465590484;0,6762864319751762;"[1157; 20; 29; 17]"
commons-bcel;DT;2;model6;ADA;0,9231398201144726;0,6390563383819355;0,9351839124275573;[0,9592721  0,31884058];0,9231398201144726;0,4782608695652174;0,9405267629566695;0,7093938162609433;"[1107; 70; 24; 22]"
commons-bcel;LogistRegression;2;model6;ADA;0,794766966475879;0,5426947628730829;0,8566745671404423;[0,88221492 0,2031746 ];0,794766966475879;0,6956521739130435;0,7986406117247239;0,7471463928188836;"[940; 237; 14; 32]"
commons-bcel;MLP;2;model6;ADA;0,8740801308258381;0,6154088050314466;0,9070910278364883;[0,93081761 0,3       ];0,8740801308258381;0,717391304347826;0,8802039082412915;0,7987976062945588;"[1036; 141; 13; 33]"
commons-bcel;RandomForest;2;model7;ADA;0,9779231398201145;0,8605797040258396;0,9788643973264856;[0,98848614 0,73267327];0,9779231398201145;0,8043478260869565;0,9847068819031436;0,8945273539950501;"[1159; 18; 9; 37]"
commons-bcel;DT;2;model7;ADA;0,9762878168438267;0,8473572538336067;0,9770907651899757;[0,9876438  0,70707071];0,9762878168438267;0,7608695652173914;0,9847068819031436;0,8727882235602675;"[1159; 18; 11; 35]"
commons-bcel;LogistRegression;2;model7;ADA;0,7702371218315618;0,5535829571655897;0,8411837320918977;[0,86457831 0,2425876 ];0,7702371218315618;0,9782608695652174;0,762107051826678;0,8701839606959476;"[897; 280; 1; 45]"
commons-bcel;MLP;2;model7;ADA;0,9255928045789044;0,7009289789293498;0,9406410419573177;[0,96014017 0,44171779];0,9255928045789044;0,782608695652174;0,9311809685641461;0,85689483210816;"[1096; 81; 10; 36]"
commons-bcel;RandomForest;3;model6;NONE;0,979009235936188;0,7495394554218084;0,9743795824696698;[0,98927499 0,50980392];0,979009235936188;0,35135135135135137;0,9991334488734835;0,6752424001124174;"[1153; 1; 24; 13]"
commons-bcel;DT;3;model6;NONE;0,9504617968094039;0,6890986076268599;0,9564453863053411;[0,97415681 0,4040404 ];0,9504617968094039;0,5405405405405406;0,9636048526863085;0,7520726966134246;"[1112; 42; 17; 20]"
commons-bcel;LogistRegression;3;model6;NONE;0,769101595298069;0,5150917109959922;0,8442437304454348;[0,86604968 0,16413374];0,7691015952980689;0,7297297297297297;0,770363951473137;0,7500468406014333;"[889; 265; 10; 27]"
commons-bcel;MLP;3;model6;NONE;0,9622166246851386;0,5658108994871878;0,9549015805470392;[0,9806784 0,1509434];0,9622166246851386;0,10810810810810811;0,9896013864818024;0,5488547472949552;"[1142; 12; 33; 4]"
commons-bcel;RandomForest;3;model7;NONE;0,982367758186398;0,823344940352166;0,9805382921405175;[0,99095218 0,6557377 ];0,982367758186398;0,5405405405405406;0,9965337954939342;0,7685371680172374;"[1150; 4; 17; 20]"
commons-bcel;DT;3;model7;NONE;0,9815281276238456;0,8465853201555108;0,9815281276238456;[0,99046794 0,7027027 ];0,9815281276238456;0,7027027027027027;0,9904679376083189;0,8465853201555108;"[1143; 11; 11; 26]"
commons-bcel;LogistRegression;3;model7;NONE;0,7674223341729639;0,5372200970428445;0,8433342623694438;[0,86361398 0,21082621];0,7674223341729639;1,0;0,7599653379549394;0,8799826689774697;"[877; 277; 0; 37]"
commons-bcel;MLP;3;model7;NONE;0,9731318219983207;0,7074069524628425;0,9689176830981988;[0,98624248 0,42857143];0,9731318219983207;0,32432432432432434;0,9939341421143848;0,6591292332193546;"[1147; 7; 25; 12]"
commons-bcel;DT;3;model6;ROS;0,947103274559194;0,661472173971892;0,9531083159792195;[0,97242888 0,35051546];0,947103274559194;0,4594594594594595;0,962738301559792;0,7110988805096258;"[1111; 43; 20; 17]"
commons-bcel;RandomForest;3;model6;ROS;0,9655751469353484;0,6851745591695948;0,9638288799296899;[0,98228942 0,3880597 ];0,9655751469353484;0,35135135135135137;0,9852686308492201;0,6683099911002858;"[1137; 17; 24; 13]"
commons-bcel;LogistRegression;3;model6;ROS;0,7741393786733837;0,5182683589526913;0,8475401665886515;[0,86935406 0,16718266];0,7741393786733837;0,7297297297297297;0,7755632582322357;0,7526464939809827;"[895; 259; 10; 27]"
commons-bcel;MLP;3;model6;ROS;0,821998320738875;0,5600571508224143;0,8784339590886673;[0,89952607 0,22058824];0,8219983207388749;0,8108108108108109;0,8223570190641247;0,8165839149374678;"[949; 205; 7; 30]"
commons-bcel;DT;3;model7;ROS;0,9798488664987406;0,8409455128205128;0,9803480699261554;[0,98958333 0,69230769];0,9798488664987406;0,7297297297297297;0,9878682842287695;0,8587990069792496;"[1140; 14; 10; 27]"
commons-bcel;RandomForest;3;model7;ROS;0,9832073887489504;0,8605321092322825;0,9832073887489504;[0,99133449 0,72972973];0,9832073887489504;0,7297297297297297;0,9913344887348353;0,8605321092322825;"[1144; 10; 10; 27]"
commons-bcel;LogistRegression;3;model7;ROS;0,7951301427371956;0,5548727437597265;0,86157847479725;[0,88189739 0,2278481 ];0,7951301427371956;0,972972972972973;0,7894280762564991;0,8812005246147361;"[911; 243; 1; 36]"
commons-bcel;MLP;3;model7;ROS;0,9219143576826196;0,6752170585596284;0,9406899710070091;[0,95827725 0,39215686];0,9219143576826196;0,8108108108108109;0,925476603119584;0,8681437069651975;"[1068; 86; 7; 30]"
commons-bcel;RandomForest;3;model6;SMOTE;0,9680940386230059;0,7039174124666353;0,9662154492814495;[0,9835924  0,42424242];0,9680940386230059;0,3783783783783784;0,987001733102253;0,6826900557403158;"[1139; 15; 23; 14]"
commons-bcel;DT;3;model6;SMOTE;0,924433249370277;0,6171676333609531;0,9388318255656531;[0,96014172 0,27419355];0,924433249370277;0,4594594594594595;0,9393414211438474;0,6994004403016535;"[1084; 70; 20; 17]"
commons-bcel;LogistRegression;3;model6;SMOTE;0,7791771620486986;0,5214931141680861;0,8508215826836973;[0,87263923 0,170347  ];0,7791771620486986;0,7297297297297297;0,7807625649913345;0,7552461473605322;"[901; 253; 10; 27]"
commons-bcel;MLP;3;model6;SMOTE;0,8606213266162889;0,5843368934488269;0,902163579183178;[0,92321924 0,24545455];0,8606213266162889;0,7297297297297297;0,8648180242634316;0,7972738769965807;"[998; 156; 10; 27]"
commons-bcel;RandomForest;3;model7;SMOTE;0,9781696053736356;0,8318527367506516;0,9789597954832107;[0,98870547 0,675     ];0,9781696053736356;0,7297297297297297;0,9861351819757366;0,8579324558527333;"[1138; 16; 10; 27]"
commons-bcel;DT;3;model7;SMOTE;0,9722921914357683;0,7986990703987298;0,9740187052978003;[0,98563343 0,61176471];0,9722921914357683;0,7027027027027027;0,9809358752166378;0,8418192889596702;"[1132; 22; 11; 26]"
commons-bcel;LogistRegression;3;model7;SMOTE;0,8119227539882452;0,5704182715222403;0,8725017059170078;[0,8925144  0,24832215];0,8119227539882452;1,0;0,8058925476603119;0,9029462738301559;"[930; 224; 0; 37]"
commons-bcel;MLP;3;model7;SMOTE;0,929471032745592;0,6854753521126761;0,9452877212899564;[0,9625    0,4084507];0,929471032745592;0,7837837837837838;0,9341421143847487;0,8589629490842663;"[1078; 76; 8; 29]"
commons-bcel;RandomForest;3;model6;ADA;0,9680940386230059;0,6949282786885246;0,9656702075676865;[0,98360656 0,40625   ];0,9680940386230059;0,35135135135135137;0,9878682842287695;0,6696098177900605;"[1140; 14; 24; 13]"
commons-bcel;DT;3;model6;ADA;0,9286314021830394;0,6116875395562034;0,9407082594020918;[0,96250551 0,26086957];0,9286314021830394;0,40540540540540543;0,9454072790294628;0,6754063422174341;"[1091; 63; 22; 15]"
commons-bcel;LogistRegression;3;model6;ADA;0,7220822837951302;0,49360228444881765;0,8126174835361065;[0,83375188 0,15345269];0,7220822837951302;0,8108108108108109;0,7192374350086655;0,7650241229097382;"[830; 324; 7; 30]"
commons-bcel;MLP;3;model6;ADA;0,8463476070528967;0,5712667079755688;0,8933478025975554;[0,91468531 0,2278481 ];0,8463476070528967;0,7297297297297297;0,8500866551126517;0,7899081924211906;"[981; 173; 10; 27]"
commons-bcel;RandomForest;3;model7;ADA;0,979009235936188;0,8279150411790204;0,9791446249995905;[0,98916342 0,66666667];0,979009235936188;0,6756756756756757;0,988734835355286;0,8322052555154809;"[1141; 13; 12; 25]"
commons-bcel;DT;3;model7;ADA;0,9706129303106633;0,791225302381489;0,9727252846250465;[0,98474946 0,59770115];0,9706129303106633;0,7027027027027027;0,9792027729636048;0,8409527378331537;"[1130; 24; 11; 26]"
commons-bcel;LogistRegression;3;model7;ADA;0,797649034424853;0,5567752784524944;0,8632171752874883;[0,88351861 0,23003195];0,797649034424853;0,972972972972973;0,7920277296360485;0,8825003513045107;"[914; 240; 1; 36]"
commons-bcel;MLP;3;model7;ADA;0,9311502938706969;0,6888556136102969;0,9463657542866687;[0,96342551 0,41428571];0,9311502938706969;0,7837837837837838;0,9358752166377816;0,8598295002107827;"[1080; 74; 8; 29]"
commons-bcel;RandomForest;4;model6;NONE;0,9792746113989638;0,7724727379899794;0,9747789184987685;[0,98938992 0,55555556];0,9792746113989638;0,38461538461538464;1,0;0,6923076923076923;"[1119; 0; 24; 15]"
commons-bcel;DT;4;model6;NONE;0,9481865284974094;0,6531895777178796;0,9515011009780782;[0,97304582 0,33333333];0,9481865284974094;0,38461538461538464;0,967828418230563;0,6762219014229738;"[1083; 36; 24; 15]"
commons-bcel;LogistRegression;4;model6;NONE;0,8082901554404145;0,5434143222506395;0,8677520771768947;[0,89117647 0,19565217];0,8082901554404145;0,6923076923076923;0,8123324396782842;0,7523200659929883;"[909; 210; 12; 27]"
commons-bcel;MLP;4;model6;NONE;0,9654576856649395;0,5150144490513884;0,9509272586774057;[0,98240985 0,04761905];0,9654576856649395;0,02564102564102564;0,998212689901698;0,5119268577713617;"[1117; 2; 38; 1]"
commons-bcel;RandomForest;4;model7;NONE;0,9723661485319517;0,6966303173199725;0,9663718913316913;[0,98585323 0,40740741];0,9723661485319517;0,28205128205128205;0,9964253798033958;0,6392383309273388;"[1115; 4; 28; 11]"
commons-bcel;DT;4;model7;NONE;0,9732297063903281;0,7917785653381901;0,9730618514957378;[0,98615453 0,5974026 ];0,9732297063903281;0,5897435897435898;0,9865951742627346;0,7881693820031622;"[1104; 15; 16; 23]"
commons-bcel;LogistRegression;4;model7;NONE;0,7892918825561313;0,5599344617704043;0,8562335221156017;[0,8776329  0,24223602];0,7892918825561313;1,0;0,7819481680071493;0,8909740840035747;"[875; 244; 0; 39]"
commons-bcel;MLP;4;model7;NONE;0,9723661485319517;0,726241134751773;0,9683313122404733;[0,9858156  0,46666667];0,9723661485319517;0,358974358974359;0,9937444146559428;0,676359386815151;"[1112; 7; 25; 14]"
commons-bcel;DT;4;model6;ROS;0,9637305699481865;0,6989750445632799;0,9622678322388776;[0,98128342 0,41666667];0,9637305699481865;0,38461538461538464;0,9839142091152815;0,684264796865333;"[1101; 18; 24; 15]"
commons-bcel;RandomForest;4;model6;ROS;0,9749568221070811;0,7558649267565701;0,9715615967461345;[0,98713969 0,52459016];0,9749568221070811;0,41025641025641024;0,9946380697050938;0,702447239980752;"[1113; 6; 23; 16]"
commons-bcel;LogistRegression;4;model6;ROS;0,8048359240069085;0,5465024398358655;0,8657245941890993;[0,88877953 0,20422535];0,8048359240069085;0,7435897435897436;0,806970509383378;0,7752801264865608;"[903; 216; 10; 29]"
commons-bcel;MLP;4;model6;ROS;0,846286701208981;0,573672976371699;0,8916241889249005;[0,91458733 0,23275862];0,846286701208981;0,6923076923076923;0,8516532618409294;0,7719804770743108;"[953; 166; 12; 27]"
commons-bcel;DT;4;model7;ROS;0,9732297063903281;0,8063116775206514;0,9740060693153034;[0,98611733 0,62650602];0,9732297063903281;0,6666666666666666;0,9839142091152815;0,825290437890974;"[1101; 18; 13; 26]"
commons-bcel;RandomForest;4;model7;ROS;0,9775474956822107;0,8185259300335125;0,9769607002370125;[0,98840321 0,64864865];0,9775474956822107;0,6153846153846154;0,9901697944593387;0,8027772049219771;"[1108; 11; 15; 24]"
commons-bcel;LogistRegression;4;model7;ROS;0,7996545768566494;0,5679799311742193;0,8630372629395784;[0,88434696 0,2516129 ];0,7996545768566494;1,0;0,7926720285969616;0,8963360142984808;"[887; 232; 0; 39]"
commons-bcel;MLP;4;model7;ROS;0,9438687392055267;0,7407513286193037;0,9547677222125923;[0,97022446 0,5112782 ];0,9438687392055267;0,8717948717948718;0,9463806970509383;0,9090877844229049;"[1059; 60; 5; 34]"
commons-bcel;RandomForest;4;model6;SMOTE;0,9758203799654577;0,7750333037300177;0,9732508927010187;[0,98756661 0,5625    ];0,9758203799654577;0,46153846153846156;0,9937444146559428;0,7276414380972022;"[1112; 7; 21; 18]"
commons-bcel;DT;4;model6;SMOTE;0,9326424870466321;0,6726679712981083;0,9447343249884239;[0,96438356 0,38095238];0,9326424870466321;0,6153846153846154;0,9436997319034852;0,7795421736440503;"[1056; 63; 15; 24]"
commons-bcel;LogistRegression;4;model6;SMOTE;0,8134715025906736;0,5501036030850696;0,871138965913571;[0,89432485 0,20588235];0,8134715025906736;0,717948717948718;0,8168007149240393;0,7673747164363787;"[914; 205; 11; 28]"
commons-bcel;MLP;4;model6;SMOTE;0,8730569948186528;0,5959343244327447;0,9080224203835069;[0,93056212 0,26130653];0,8730569948186528;0,6666666666666666;0,8802502234137622;0,7734584450402143;"[985; 134; 13; 26]"
commons-bcel;RandomForest;4;model7;SMOTE;0,968048359240069;0,7883886899617236;0,9702372774224668;[0,98337079 0,59340659];0,968048359240069;0,6923076923076923;0,9776586237712243;0,8349831580394583;"[1094; 25; 12; 27]"
commons-bcel;DT;4;model7;SMOTE;0,9654576856649395;0,7826576576576576;0,9685559912243848;[0,98198198 0,58333333];0,9654576856649395;0,717948717948718;0,9740840035746202;0,8460163607616692;"[1090; 29; 11; 28]"
commons-bcel;LogistRegression;4;model7;SMOTE;0,8100172711571674;0,5689398451459202;0,8695906766611016;[0,89130435 0,24657534];0,8100172711571675;0,9230769230769231;0,8060768543342269;0,8645768887055749;"[902; 217; 3; 36]"
commons-bcel;MLP;4;model7;SMOTE;0,9507772020725389;0,7514787552476514;0,9590412649592025;[0,97403189 0,52892562];0,9507772020725389;0,8205128205128205;0,9553172475424486;0,8879150340276345;"[1069; 50; 7; 32]"
commons-bcel;RandomForest;4;model6;ADA;0,9758203799654577;0,7750333037300177;0,9732508927010187;[0,98756661 0,5625    ];0,9758203799654577;0,46153846153846156;0,9937444146559428;0,7276414380972022;"[1112; 7; 21; 18]"
commons-bcel;DT;4;model6;ADA;0,9265975820379966;0,6406024646280237;0,9396099445919839;[0,96120493 0,32      ];0,9265975820379966;0,5128205128205128;0,9410187667560321;0,7269196397882725;"[1053; 66; 19; 20]"
commons-bcel;LogistRegression;4;model6;ADA;0,7953367875647668;0,5396707453098399;0,8596236139486824;[0,88273132 0,19661017];0,7953367875647669;0,7435897435897436;0,7971403038427167;0,7703650237162302;"[892; 227; 10; 29]"
commons-bcel;MLP;4;model6;ADA;0,9050086355785838;0,6307397959183674;0,9275437506608862;[0,94897959 0,3125    ];0,9050086355785838;0,6410256410256411;0,9142091152815014;0,7776173781535711;"[1023; 96; 14; 25]"
commons-bcel;RandomForest;4;model7;ADA;0,9689119170984456;0,7776497695852536;0,9699804207158377;[0,98387097 0,57142857];0,9689119170984456;0,6153846153846154;0,9812332439678284;0,7983089296762218;"[1098; 21; 15; 24]"
commons-bcel;DT;4;model7;ADA;0,955958549222798;0,7256217391506344;0,9600833365850704;[0,97701667 0,4742268 ];0,9559585492227979;0,5897435897435898;0,968722073279714;0,779232831511652;"[1084; 35; 16; 23]"
commons-bcel;LogistRegression;4;model7;ADA;0,7910189982728842;0,5565886075949368;0,8572831704597627;[0,879      0,23417722];0,7910189982728842;0,9487179487179487;0,7855227882037533;0,8671203684608509;"[879; 240; 2; 37]"
commons-bcel;MLP;4;model7;ADA;0,9481865284974094;0,7482061317677756;0,9574879422987875;[0,97260274 0,52380952];0,9481865284974094;0,8461538461538461;0,9517426273458445;0,8989482367498454;"[1065; 54; 6; 33]"
commons-io;RandomForest;2;model6;NONE;0,9524585157283926;0,8819304316425571;0,9533596253380247;[0,97318404 0,79067683];0,9524585157283926;0,8266166822867854;0,9677935130196437;0,8972050976532144;"[8474; 282; 185; 882]"
commons-io;DT;2;model6;NONE;0,9313855237707421;0,8367511518919275;0,9340427263505725;[0,96104497 0,71245734];0,9313855237707421;0,7825679475164011;0,9495203289173139;0,8660441382168576;"[8314; 442; 232; 835]"
commons-io;LogistRegression;2;model6;NONE;0,6647663646543825;0,5480429331520129;0,7278278820345692;[0,77772528 0,31836059];0,6647663646543825;0,7207122774133083;0,6579488350845135;0,689330556248911;"[5761; 2995; 298; 769]"
commons-io;MLP;2;model6;NONE;0,9228341647154638;0,7688995699437351;0,9165362294422784;[0,95751121 0,58028793];0,9228341647154638;0,49109653233364575;0,9754454088624943;0,7332709705980701;"[8541; 215; 543; 524]"
commons-io;RandomForest;2;model7;NONE;0,9445179680342054;0,8300221444438782;0,9392206544396642;[0,96952754 0,69051675];0,9445179680342054;0,569821930646673;0,9901781635449978;0,7800000470958354;"[8670; 86; 459; 608]"
commons-io;DT;2;model7;NONE;0,8957548610404154;0,7412076881247034;0,8977500689110174;[0,94119674 0,54121864];0,8957548610404154;0,5660731021555764;0,9359296482412061;0,7510013751983912;"[8195; 561; 463; 604]"
commons-io;LogistRegression;2;model7;NONE;0,5915708032169399;0,49514311027666913;0,6678504317343308;[0,71578351 0,27450271];0,5915708032169399;0,711340206185567;0,5769757880310644;0,6441579971083158;"[5052; 3704; 308; 759]"
commons-io;MLP;2;model7;NONE;0,8956530591469002;0,5338539167345266;0,855309152002465;[0,94452563 0,12318221];0,8956530591469002;0,06747891283973759;0,9965737779808131;0,5320263454102753;"[8726; 30; 995; 72]"
commons-io;DT;2;model6;ROS;0,9238521836506159;0,8060924455794507;0,9243752184114806;[0,95720334 0,65498155];0,9238521836506159;0,6654170571696345;0,9553449063499315;0,810380981759783;"[8365; 391; 357; 710]"
commons-io;RandomForest;2;model6;ROS;0,9523567138348773;0,8836276736834878;0,9536313284356449;[0,9730601  0,79419525];0,9523567138348773;0,8462980318650422;0,9652809502055734;0,9057894910353078;"[8452; 304; 164; 903]"
commons-io;LogistRegression;2;model6;ROS;0,6661915911635956;0,5497130466485356;0,728977163697434;[0,77873001 0,32069608];0,6661915911635956;0,725398313027179;0,6589767016902696;0,6921875073587243;"[5770; 2986; 293; 774]"
commons-io;MLP;2;model6;ROS;0,8656215005599104;0,7554609563123496;0,8839342499145786;[0,91959064 0,59133127];0,8656215005599104;0,895032802249297;0,8620374600274098;0,8785351311383535;"[7548; 1208; 112; 955]"
commons-io;DT;2;model7;ROS;0,8809935864807086;0,7137905048607016;0,8850244545911535;[0,93254861 0,4950324 ];0,8809935864807086;0,5370196813495782;0,922910004568296;0,7299648429589373;"[8081; 675; 494; 573]"
commons-io;RandomForest;2;model7;ROS;0,9463504021174793;0,849085454333383;0,9439206285043084;[0,97024112 0,72792979];0,9463504021174793;0,6607310215557638;0,9811557788944724;0,8209434002251181;"[8591; 165; 362; 705]"
commons-io;LogistRegression;2;model7;ROS;0,606026672096101;0,5019144352247067;0,6801640431748628;[0,72963532 0,27419355];0,606026672096101;0,6850984067478912;0,5963910461397899;0,6407447264438406;"[5222; 3534; 336; 731]"
commons-io;MLP;2;model7;ROS;0,7881502595948284;0,6396401362606535;0,8207207481091265;[0,87097774 0,40830253];0,7881502595948284;0,6729147141518276;0,8021927820922796;0,7375537481220535;"[7024; 1732; 349; 718]"
commons-io;RandomForest;2;model6;SMOTE;0,9516441005802708;0,8838782346410632;0,9533147675843691;[0,97258614 0,79517033];0,9516441005802708;0,8641049671977507;0,9623115577889447;0,9132082624933476;"[8426; 330; 145; 922]"
commons-io;DT;2;model6;SMOTE;0,9098035223455156;0,8065186519052066;0,9171717616746836;[0,94788235 0,66515495];0,9098035223455156;0,8247422680412371;0,9201690269529466;0,8724556474970918;"[8057; 699; 187; 880]"
commons-io;LogistRegression;2;model6;SMOTE;0,6672096100987478;0,5535707217771183;0,7298760914916078;[0,77880777 0,32833368];0,6672096100987478;0,7488284910965324;0,6572635906806761;0,7030460408886041;"[5755; 3001; 268; 799]"
commons-io;MLP;2;model6;SMOTE;0,8725440293189454;0,7607320794526019;0,8887621736480322;[0,92429556 0,5971686 ];0,8725440293189454;0,8697282099343955;0,8728871630881682;0,8713076865112818;"[7643; 1113; 139; 928]"
commons-io;RandomForest;2;model7;SMOTE;0,9473684210526315;0,8735161281107435;0,949168976556011;[0,97016562 0,77686664];0,9473684210526315;0,8434864104967198;0,9600274097761535;0,9017569101364367;"[8406; 350; 167; 900]"
commons-io;DT;2;model7;SMOTE;0,842614272625471;0,6943905793538636;0,8609878571736835;[0,90722516 0,481556  ];0,8426142726254708;0,6729147141518276;0,8632937414344449;0,7681042277931363;"[7559; 1197; 349; 718]"
commons-io;LogistRegression;2;model7;SMOTE;0,6066374834571923;0,5024523405931424;0,6806680388093114;[0,73012991 0,27477477];0,6066374834571923;0,6860356138706654;0,5969620831429877;0,6414988485068265;"[5227; 3529; 335; 732]"
commons-io;MLP;2;model7;SMOTE;0,7914079201873155;0,6400333981770608;0,8227521893445409;[0,87346384 0,40660295];0,7914079201873155;0,6579194001874414;0,8076747373229786;0,73279706875521;"[7072; 1684; 365; 702]"
commons-io;RandomForest;2;model6;ADA;0,9501170721775425;0,8807010212589612;0,9519328396912276;[0,97170247 0,78969957];0,9501170721775425;0,8622305529522024;0,9608268615806305;0,9115287072664164;"[8413; 343; 147; 920]"
commons-io;DT;2;model6;ADA;0,9309783161966813;0,8453675991612508;0,9354292769948019;[0,96042494 0,73031026];0,9309783161966813;0,8603561387066542;0,939584285061672;0,899970211884163;"[8227; 529; 149; 918]"
commons-io;LogistRegression;2;model6;ADA;0,6785096202789372;0,5524690994685784;0,738374636493487;[0,78997074 0,31496746];0,6785096202789372;0,6804123711340206;0,6782777523983554;0,679345061766188;"[5939; 2817; 341; 726]"
commons-io;MLP;2;model6;ADA;0,8774305202076759;0,7606764724308597;0,8915206457810914;[0,92783505 0,59351789];0,8774305202076759;0,823805060918463;0,8839652809502055;0,8538851709343341;"[7740; 1016; 188; 879]"
commons-io;RandomForest;2;model7;ADA;0,9379008449557161;0,8552314063164406;0,940863268595491;[0,96462948 0,74583333];0,9379008449557161;0,8388003748828491;0,9499771585198721;0,8943887667013607;"[8318; 438; 172; 895]"
commons-io;DT;2;model7;ADA;0,8551359055278428;0,7082445452533935;0,8702886871687794;[0,91526231 0,50122678];0,8551359055278428;0,6701030927835051;0,8776838739150297;0,7738934833492674;"[7685; 1071; 352; 715]"
commons-io;LogistRegression;2;model7;ADA;0,6013437849944009;0,5004244724717836;0,6761817984030191;[0,72496137 0,27588757];0,6013437849944009;0,6991565135895033;0,5894243947007766;0,64429045414514;"[5161; 3595; 321; 746]"
commons-io;MLP;2;model7;ADA;0,784688995215311;0,6363332692844642;0,8181482480352262;[0,86860906 0,40405748];0,784688995215311;0,6719775070290535;0,798423937871174;0,7352007224501137;"[6991; 1765; 350; 717]"
commons-io;RandomForest;3;model6;NONE;0,9514733154749639;0,87727192298514;0,9521123893469448;[0,9727004  0,78184345];0,9514733154749639;0,8061127029608405;0,9690495438272317;0,887581123394036;"[8391; 268; 203; 844]"
commons-io;DT;3;model6;NONE;0,9263342262518031;0,8077423820669521;0,926163098049516;[0,95873968 0,65674508];0,9263342262518031;0,6532951289398281;0,9593486545790507;0,8063218917594394;"[8307; 352; 363; 684]"
commons-io;LogistRegression;3;model6;NONE;0,7065732536575314;0,5705856269660419;0,7601018873790075;[0,81223629 0,32893497];0,7065732536575314;0,6666666666666666;0,7113985448666128;0,6890326057666396;"[6160; 2499; 349; 698]"
commons-io;MLP;3;model6;NONE;0,9244797032763239;0,7502193853474708;0,9138396567270723;[0,95885028 0,54158849];0,9244797032763239;0,41356255969436484;0,9862570735650767;0,6999098166297208;"[8540; 119; 614; 433]"
commons-io;RandomForest;3;model7;NONE;0,933237172882753;0,7728286757614832;0,9225380283959983;[0,96372187 0,58193548];0,933237172882753;0,43075453677172876;0,9939946876082688;0,7123746121899988;"[8607; 52; 596; 451]"
commons-io;DT;3;model7;NONE;0,8948073356686586;0,7286645177942934;0,8951792155770013;[0,94098607 0,51634297];0,8948073356686586;0,5205348615090736;0,9400623628594525;0,7302986121842631;"[8140; 519; 502; 545]"
commons-io;LogistRegression;3;model7;NONE;0,611580465691325;0,5055881335596079;0,6851194268810655;[0,73450704 0,27666922];0,611580465691325;0,6886341929321872;0,6022635408245756;0,6454488668783813;"[5215; 3444; 326; 721]"
commons-io;MLP;3;model7;NONE;0,8932618998557593;0,5455453627749303;0,8573025218160693;[0,94306441 0,14802632];0,8932618998557593;0,08595988538681948;0,9908765446356392;0,5384182150112294;"[8580; 79; 957; 90]"
commons-io;DT;3;model6;ROS;0,9266433134143829;0,811643805373653;0,9270678896571493;[0,95882013 0,66446748];0,9266433134143829;0,673352435530086;0,9572698925972976;0,8153111640636918;"[8289; 370; 342; 705]"
commons-io;RandomForest;3;model6;ROS;0,9525036060168968;0,8834489020032119;0,9538068737542719;[0,97316179 0,79373602];0,9525036060168968;0,8471824259789876;0,9652384801940178;0,9062104530865028;"[8358; 301; 160; 887]"
