class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,commit,commitprevious,className,BOC,TACH,FCH,LCH,CHO,FRCH,CHD,WCD,WFR,ATAF,LCA,LCD,CSB,CSBS,ACDF,projectName,commitNumber,fullyQualifiedName,PublicFieldCount,IsAbstract,ClassLinesOfCode,WeighOfClass,FANIN,TightClassCohesion,FANOUT,OverrideRatio,LCOM3,WeightedMethodCount,LCOM2,NumberOfAccessorMethods,LazyClass,DataClass,ComplexClass,SpaghettiCode,SpeculativeGenerality,GodClass,RefusedBequest,ClassDataShouldBePrivate,BrainClass,TotalClass,LongParameterList,LongMethod,FeatureEnvy,DispersedCoupling,MessageChain,IntensiveCoupling,ShotgunSurgery,BrainMethod,TotalMethod,TotalClassMethod,DiversityTotal,DiversityMethod,DiversityClass,PROJECT_NAME,CURRENT_COMMIT,PREVIOUS_COMMIT,CLASS_CURRENTCOMMIT,CLASS_PREVIOUSCOMMIT,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_ORDERING_CHANGE,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,TOTAL_STATEMENTLEVELCHANGES,PARENT_CLASS_CHANGE,PARENT_CLASS_DELETE,PARENT_CLASS_INSERT,CLASS_RENAMING,TOTAL_CLASSDECLARATIONCHANGES,RETURN_TYPE_CHANGE,RETURN_TYPE_DELETE,RETURN_TYPE_INSERT,METHOD_RENAMING,PARAMETER_DELETE,PARAMETER_INSERT,PARAMETER_ORDERING_CHANGE,PARAMETER_RENAMING,PARAMETER_TYPE_CHANGE,TOTAL_METHODDECLARATIONSCHANGES,ATTRIBUTE_RENAMING,ATTRIBUTE_TYPE_CHANGE,TOTAL_ATTRIBUTEDECLARATIONCHANGES,ADDING_ATTRIBUTE_MODIFIABILITY,REMOVING_ATTRIBUTE_MODIFIABILITY,REMOVING_CLASS_DERIVABILITY,REMOVING_METHOD_OVERRIDABILITY,ADDING_CLASS_DERIVABILITY,ADDING_METHOD_OVERRIDABILITY,TOTAL_DECLARATIONPARTCHANGES,TOTAL_CHANGES,will_change,release
org.jfree.chart.plot.ThermometerPlotTest,class,4,6,1,21,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,87,0,0,2,0,0,4,62,9,0,9,0,0,0,0,40,1,0,Public Class,org.jfree.chart.plot.ThermometerPlotTest,test/java/org/jfree/chart/plot/ThermometerPlotTest.java,1.0,1.0,1.0,1.0,32.0,3.0,23.0,5.0,1.0,10.0,0.0,,0.0,0.0,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,145.0,20.0,100.0,18.0,86.0,25.0,,,77.0,82.0,14.0,77.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,4,4,4,4,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.ThermometerPlotTest,3,0,5,5,1,7,0.0042105263157894745,18.0,9,0.2857142857142857,12,0.10714285714285714,78,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.ThermometerPlotTest,34.0,0.0,0.0,86.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.ThermometerPlotTest,org.jfree.chart.plot.ThermometerPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.CombinedDomainCategoryPlotTest,class,17,12,1,29,34,0.0,0.0,9,0,8,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,3,129,3,0,3,0,0,23,44,49,0,49,0,0,0,0,108,1,0,Public Class,org.jfree.chart.plot.CombinedDomainCategoryPlotTest,test/java/org/jfree/chart/plot/CombinedDomainCategoryPlotTest.java,1.0,1.0,1.0,1.0,22.0,2.0,15.0,4.0,2.0,23.0,0.0,,0.0,0.0,,,9.0,1.0,9.0,9.0,0.0,1.0,0.0,8.0,,223.0,30.0,147.0,71.0,120.0,46.0,,,109.0,119.0,59.0,89.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,77.0,0.31,9,9,9,9,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.CombinedDomainCategoryPlotTest,3,0,5,5,1,2,0.4838709677419355,3.75,9,7.5,10,0.060240963855421686,20,0.0,0.27419354838709675,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.CombinedDomainCategoryPlotTest,53.0,0.0,0.7777777777777778,125.0,0.875,,9.0,1.0,0.03571428571428571,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,1,1,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.CombinedDomainCategoryPlotTest,org.jfree.chart.plot.CombinedDomainCategoryPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.RingPlotTest,class,4,5,1,18,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,2,0,0,4,25,9,0,9,0,0,0,0,42,1,0,Public Class,org.jfree.chart.plot.RingPlotTest,test/java/org/jfree/chart/plot/RingPlotTest.java,1.0,1.0,1.0,1.0,32.0,4.0,23.0,5.0,1.0,12.0,0.0,,0.0,0.0,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,111.0,17.0,76.0,18.0,65.0,18.0,,,61.0,65.0,13.0,61.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.24,3,3,3,3,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.RingPlotTest,3,0,5,5,1,7,0.0042105263157894745,6.5,9,0.2857142857142857,12,0.13636363636363635,32,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.RingPlotTest,26.0,0.0,0.0,68.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.RingPlotTest,org.jfree.chart.plot.RingPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.DefaultDrawingSupplierTest,class,3,5,1,12,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,2,0,0,0,36,38,0,26,0,0,0,0,50,1,0,Public Class,org.jfree.chart.plot.DefaultDrawingSupplierTest,test/java/org/jfree/chart/plot/DefaultDrawingSupplierTest.java,1.0,1.0,1.0,1.0,41.0,2.0,32.0,6.0,1.0,10.0,0.0,,0.0,0.0,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,136.0,12.0,101.0,42.0,82.0,23.0,,,75.0,79.0,30.0,55.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.23,3,3,3,3,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.DefaultDrawingSupplierTest,3,0,5,5,1,7,0.0042105263157894745,7.0,9,0.2857142857142857,12,0.10619469026548672,34,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.DefaultDrawingSupplierTest,12.0,0.0,0.0,82.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.DefaultDrawingSupplierTest,org.jfree.chart.plot.DefaultDrawingSupplierTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.FastScatterPlotTest,class,8,10,1,21,15,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,115,1,1,2,1,0,5,61,35,3,23,1,0,0,0,87,1,0,Public Class,org.jfree.chart.plot.FastScatterPlotTest,test/java/org/jfree/chart/plot/FastScatterPlotTest.java,1.0,1.0,1.0,1.0,27.0,3.0,20.0,4.0,1.0,12.0,0.0,,0.0,0.0,,,6.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,179.0,25.0,128.0,35.0,106.0,27.0,,,97.0,106.0,30.0,94.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.21,8,8,8,6,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.FastScatterPlotTest,3,0,5,5,1,2,0.4838709677419355,8.5,9,7.5,20,0.14084507042253522,44,0.0,0.27419354838709675,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.FastScatterPlotTest,23.0,0.0,0.0,110.0,0.0,,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.FastScatterPlotTest,org.jfree.chart.plot.FastScatterPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.CombinedDomainXYPlotTest,class,15,13,1,33,43,0.0,0.0,10,0,7,3,0,0,7,0,0,0,1,0,0,1,0,0,0,0,1,131,3,0,3,0,0,8,104,32,1,32,0,0,0,0,104,1,0,Public Class,org.jfree.chart.plot.CombinedDomainXYPlotTest,test/java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java,1.0,1.0,1.0,1.0,19.0,1.0,13.0,4.0,2.0,23.0,0.0,,0.0,0.0,,,10.0,1.0,10.0,10.0,0.0,3.0,0.0,7.0,,218.0,24.0,142.0,54.0,113.0,52.0,,,109.0,120.0,43.0,109.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,80.0,0.37,10,10,10,10,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.CombinedDomainXYPlotTest,3,0,5,5,1,2,0.4838709677419355,2.875,9,7.5,15,0.09146341463414634,19,0.0,0.27419354838709675,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.CombinedDomainXYPlotTest,67.0,0.0,0.8,127.0,0.8888888888888888,,10.0,1.0,0.047619047619047616,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,5,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.CombinedDomainXYPlotTest,org.jfree.chart.plot.CombinedDomainXYPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.SpiderWebPlotTest,class,10,8,1,46,10,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,181,0,0,2,1,0,29,123,19,0,19,1,0,0,0,95,1,0,Public Class,org.jfree.chart.plot.SpiderWebPlotTest,test/java/org/jfree/chart/plot/SpiderWebPlotTest.java,1.0,1.0,1.0,1.0,54.0,6.0,39.0,9.0,1.0,24.0,0.0,,0.0,0.0,,,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,,288.0,37.0,203.0,31.0,184.0,48.0,,,165.0,172.0,25.0,166.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.24,6,6,6,5,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.SpiderWebPlotTest,3,8,5,5,1,5,0.03508771929824561,22.25,9,1.6,8,0.03508771929824561,102,0.0,0.0894736842105263,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.SpiderWebPlotTest,73.0,0.0,0.0,178.0,0.0,,6.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,5,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.SpiderWebPlotTest,org.jfree.chart.plot.SpiderWebPlotTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.MeterIntervalTest,class,4,3,1,5,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,6,16,7,0,5,0,0,0,0,36,1,0,Public Class,org.jfree.chart.plot.MeterIntervalTest,test/java/org/jfree/chart/plot/MeterIntervalTest.java,1.0,1.0,1.0,1.0,14.0,1.0,10.0,3.0,1.0,7.0,0.0,,0.0,0.0,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,55.0,7.0,36.0,14.0,25.0,12.0,,,13.0,17.0,9.0,13.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.33,3,3,3,3,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.MeterIntervalTest,3,0,5,5,1,5,0.03508771929824561,6.5,9,1.6,12,0.26666666666666666,32,0.0,0.0894736842105263,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.MeterIntervalTest,1.0,0.0,0.0,20.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,1,1,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.MeterIntervalTest,org.jfree.chart.plot.MeterIntervalTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.PlotRenderingInfoTest,class,4,5,1,14,3,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,2,0,0,0,42,6,0,6,0,0,0,0,31,1,0,Public Class,org.jfree.chart.plot.PlotRenderingInfoTest,test/java/org/jfree/chart/plot/PlotRenderingInfoTest.java,1.0,1.0,1.0,1.0,19.0,2.0,14.0,3.0,1.0,7.0,0.0,,0.0,0.0,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,71.0,10.0,48.0,13.0,37.0,13.0,,,37.0,41.0,10.0,37.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.27,3,3,3,3,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.PlotRenderingInfoTest,3,0,5,5,1,2,0.4838709677419355,2.5,9,7.5,12,0.21052631578947367,16,0.0,0.27419354838709675,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.PlotRenderingInfoTest,13.0,0.0,0.0,44.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,1,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.PlotRenderingInfoTest,org.jfree.chart.plot.PlotRenderingInfoTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.dial.ArcDialFrameTest,class,5,6,1,18,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,2,0,0,0,26,11,0,11,0,0,0,0,53,1,0,Public Class,org.jfree.chart.plot.dial.ArcDialFrameTest,test/java/org/jfree/chart/plot/dial/ArcDialFrameTest.java,1.0,1.0,1.0,1.0,23.0,2.0,16.0,5.0,1.0,9.0,0.0,,0.0,0.0,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,109.0,14.0,71.0,20.0,57.0,24.0,,,53.0,58.0,16.0,53.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.34,4,4,4,4,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.dial.ArcDialFrameTest,3,0,5,5,1,7,0.0042105263157894745,6.5,9,0.2857142857142857,12,0.15,32,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.dial.ArcDialFrameTest,21.0,0.0,0.0,62.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.dial.ArcDialFrameTest,org.jfree.chart.plot.dial.ArcDialFrameTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.dial.MyDialLayerChangeListener,class,2,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,Public Class,org.jfree.chart.plot.dial.MyDialLayerChangeListener,test/java/org/jfree/chart/plot/dial/MyDialLayerChangeListener.java,1.0,1.0,1.0,1.0,6.0,0.0,2.0,4.0,2.0,2.0,0.0,,0.0,0.0,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,21.0,3.0,7.0,4.0,0.0,11.0,,,0.0,3.0,3.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.57,2,2,2,2,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.dial.MyDialLayerChangeListener,3,0,5,5,1,7,0.0042105263157894745,0.5,9,0.2857142857142857,4,0.5,4,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.dial.MyDialLayerChangeListener,0.0,0.0,0.0,4.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.dial.MyDialLayerChangeListener,org.jfree.chart.plot.dial.MyDialLayerChangeListener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.dial.StandardDialRangeTest,class,5,6,1,14,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,2,0,0,0,12,11,0,11,0,0,0,0,51,1,0,Public Class,org.jfree.chart.plot.dial.StandardDialRangeTest,test/java/org/jfree/chart/plot/dial/StandardDialRangeTest.java,1.0,1.0,1.0,1.0,17.0,1.0,11.0,4.0,1.0,8.0,0.0,,0.0,0.0,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,83.0,10.0,53.0,20.0,39.0,20.0,,,37.0,42.0,16.0,37.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.38,4,4,4,4,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.dial.StandardDialRangeTest,3,0,5,5,1,7,0.0042105263157894745,4.5,9,0.2857142857142857,12,0.19672131147540986,24,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.dial.StandardDialRangeTest,13.0,0.0,0.0,46.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.dial.StandardDialRangeTest,org.jfree.chart.plot.dial.StandardDialRangeTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.dial.DialPointerTest,class,7,9,1,17,21,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,71,0,0,2,0,0,0,10,20,0,18,0,0,0,0,56,1,0,Public Class,org.jfree.chart.plot.dial.DialPointerTest,test/java/org/jfree/chart/plot/dial/DialPointerTest.java,1.0,1.0,1.0,1.0,14.0,1.0,9.0,3.0,1.0,10.0,0.0,,0.0,0.0,,,7.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,,120.0,14.0,78.0,33.0,55.0,28.0,,,55.0,63.0,26.0,55.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.36,7,7,7,7,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.dial.DialPointerTest,3,0,5,5,1,7,0.0042105263157894745,4.5,9,0.2857142857142857,24,0.2790697674418605,30,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.dial.DialPointerTest,16.0,0.0,0.0,70.0,0.0,,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,1,1,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.dial.DialPointerTest,org.jfree.chart.plot.dial.DialPointerTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
org.jfree.chart.plot.dial.StandardDialFrameTest,class,5,6,1,15,6,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,2,0,0,0,20,11,0,11,0,0,0,0,53,1,0,Public Class,org.jfree.chart.plot.dial.StandardDialFrameTest,test/java/org/jfree/chart/plot/dial/StandardDialFrameTest.java,1.0,1.0,1.0,1.0,19.0,1.0,13.0,4.0,1.0,9.0,0.0,,0.0,0.0,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,91.0,11.0,59.0,20.0,45.0,21.0,,,41.0,46.0,16.0,41.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.36,4,4,4,4,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,0e8ca74b12db0960f9d2a6a8f9154d39d0f9e92a,org.jfree.chart.plot.dial.StandardDialFrameTest,3,0,5,5,1,7,0.0042105263157894745,6.0,9,0.2857142857142857,16,0.2352941176470588,32,0.0,0.048120300751879695,commons-bcel,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,org.jfree.chart.plot.dial.StandardDialFrameTest,15.0,0.0,0.0,50.0,0.0,,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,jfreechart,f37e0fcfb551e97b5f085d5f61be5ca5b5741bbc,09e374f617c3a5c2e68d260f17a03f1e3f584121,org.jfree.chart.plot.dial.StandardDialFrameTest,org.jfree.chart.plot.dial.StandardDialFrameTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
