pdfbox,LCH,WFR,FCH,FRCH,ATAF,ACDF,CHD,WCD,CSB,uniqueWordsQty
pdfbox,LCH,WFR,FCH,FRCH,ATAF,ACDF,CHD,WCD,CSB,LCA
